Total amount Withdrawn,No Of Withdrawals
523043.0,117.0
894379.0,214.0
865500.0,194.0
693400.0,137.0
426000.0,116.0
686800.0,152.0
1132900.0,243.0
840500.0,182.0
570800.0,128.0
479600.0,121.0
894379.0,214.0
683600.0,148.0
761800.0,185.0
559060.0,121.0
285500.0,84.0
894379.0,214.0
415200.0,89.0
399900.0,152.0
228700.0,63.0
175200.0,57.0
138800.0,28.0
376800.0,103.0
108600.0,54.0
511300.0,101.0
341500.0,97.0
588600.0,105.0
1095200.0,254.0
401700.0,104.0
656700.0,120.0
475300.0,128.0
450100.0,106.0
1202600.0,263.0
570400.0,182.0
815300.0,163.0
517800.0,153.0
792800.0,160.0
1209600.0,274.0
551300.0,171.0
254700.0,71.0
431200.0,159.0
894379.0,214.0
886900.0,177.0
482900.0,174.0
359000.0,91.0
484700.0,117.0
527900.0,140.0
950900.0,239.0
562700.0,162.0
775800.0,155.0
227200.0,82.0
894379.0,214.0
583100.0,134.0
726000.0,221.0
365300.0,112.0
379800.0,125.0
203700.0,75.0
537900.0,120.0
192500.0,79.0
663500.0,124.0
295800.0,87.0
356900.0,104.0
1066000.0,247.0
395900.0,133.0
516700.0,109.0
218800.0,85.0
546400.0,106.0
720800.0,195.0
410200.0,145.0
292900.0,95.0
285600.0,109.0
894379.0,214.0
254200.0,41.0
416100.0,126.0
528400.0,110.0
272700.0,86.0
894379.0,214.0
511700.0,100.0
267900.0,117.0
512500.0,115.0
295200.0,101.0
894379.0,214.0
486800.0,107.0
364500.0,141.0
577000.0,137.0
199700.0,90.0
628800.0,145.0
1093000.0,285.0
560300.0,172.0
446000.0,120.0
324400.0,120.0
291900.0,92.0
741900.0,192.0
13500.0,2.0
383000.0,81.0
297400.0,71.0
894379.0,214.0
606600.0,161.0
356300.0,126.0
459400.0,105.0
259700.0,76.0
401200.0,120.0
1028000.0,247.0
445200.0,138.0
622600.0,141.0
240500.0,63.0
894379.0,214.0
821800.0,208.0
780800.0,184.0
609300.0,135.0
242600.0,68.0
831006.0,202.0
547900.0,114.0
602400.0,204.0
557200.0,125.0
234200.0,54.0
831006.0,202.0
675100.0,134.0
610800.0,186.0
629500.0,130.0
275000.0,87.0
746700.0,128.0
1110000.0,242.0
641000.0,208.0
537300.0,107.0
295600.0,92.0
539400.0,118.0
1157500.0,285.0
480400.0,132.0
460600.0,107.0
450400.0,110.0
831006.0,202.0
794000.0,145.0
686700.0,189.0
893000.0,188.0
473500.0,116.0
831006.0,202.0
652100.0,127.0
722300.0,168.0
624700.0,135.0
328400.0,100.0
831006.0,202.0
812500.0,165.0
570500.0,156.0
755200.0,137.0
363300.0,109.0
562262.0,121.0
831006.0,202.0
638000.0,199.0
326400.0,71.0
479300.0,166.0
345700.0,73.0
840200.0,235.0
290100.0,113.0
815800.0,135.0
509600.0,124.0
538200.0,132.0
1092700.0,253.0
651200.0,171.0
562800.0,117.0
361100.0,110.0
664500.0,127.0
1059800.0,217.0
707200.0,172.0
401800.0,102.0
321300.0,106.0
320700.0,94.0
622300.0,148.0
473200.0,146.0
726800.0,142.0
350600.0,95.0
831006.0,202.0
897400.0,169.0
567600.0,172.0
461300.0,115.0
608800.0,150.0
831006.0,202.0
554300.0,116.0
455700.0,140.0
444200.0,109.0
344837.0,107.0
198600.0,65.0
759300.0,215.0
433100.0,128.0
522000.0,116.0
306200.0,103.0
627900.0,134.0
776200.0,210.0
750400.0,195.0
577400.0,133.0
180100.0,73.0
671000.0,131.0
1015600.0,268.0
740600.0,202.0
459100.0,124.0
440600.0,151.0
196500.0,86.0
367900.0,115.0
354200.0,146.0
552100.0,111.0
460500.0,129.0
831006.0,202.0
546400.0,114.0
595400.0,168.0
645600.0,125.0
343800.0,123.0
507500.0,140.0
883200.0,199.0
536400.0,180.0
593400.0,132.0
291700.0,101.0
831006.0,202.0
564100.0,103.0
583600.0,144.0
512300.0,104.0
220800.0,93.0
572600.0,132.0
1011700.0,206.0
585700.0,179.0
440800.0,93.0
265000.0,99.0
683900.0,123.0
948900.0,221.0
419400.0,150.0
391900.0,103.0
331400.0,113.0
286200.0,51.0
776600.0,232.0
627100.0,180.0
710200.0,136.0
334000.0,138.0
562262.0,121.0
25700.0,11.0
362400.0,135.0
752700.0,145.0
342300.0,85.0
831006.0,202.0
233300.0,76.0
360200.0,138.0
560300.0,125.0
304700.0,105.0
831006.0,202.0
734500.0,139.0
762700.0,185.0
454900.0,107.0
294600.0,107.0
376000.0,103.0
754700.0,179.0
340700.0,121.0
588400.0,122.0
191900.0,89.0
608400.0,150.0
924800.0,191.0
763300.0,141.0
395400.0,84.0
347500.0,106.0
831006.0,202.0
673800.0,162.0
429400.0,145.0
565413.0,120.0
396300.0,96.0
831006.0,202.0
736400.0,154.0
728200.0,177.0
543800.0,113.0
215300.0,73.0
795082.0,193.0
706900.0,152.0
668000.0,217.0
820700.0,146.0
139000.0,54.0
795082.0,193.0
495407.0,153.0
574500.0,116.0
943900.0,173.0
379300.0,104.0
659100.0,102.0
1073200.0,245.0
528600.0,115.0
652300.0,111.0
274600.0,88.0
567300.0,101.0
1074600.0,239.0
672500.0,187.0
453500.0,101.0
348900.0,103.0
497700.0,104.0
770400.0,200.0
635200.0,158.0
532900.0,133.0
379000.0,105.0
363600.0,94.0
712100.0,194.0
376400.0,165.0
501600.0,104.0
509900.0,127.0
795082.0,193.0
617900.0,158.0
549600.0,165.0
520900.0,133.0
335700.0,127.0
363800.0,105.0
902000.0,208.0
283400.0,150.0
1000.0,2.0
394200.0,119.0
532900.0,96.0
653900.0,176.0
282200.0,102.0
582100.0,140.0
334900.0,110.0
549137.0,120.0
795082.0,193.0
553200.0,195.0
907800.0,148.0
326500.0,95.0
549137.0,120.0
795082.0,193.0
755900.0,189.0
762500.0,135.0
377700.0,98.0
795082.0,193.0
734900.0,125.0
883100.0,203.0
508100.0,121.0
426700.0,129.0
795082.0,193.0
753900.0,137.0
576800.0,154.0
658800.0,126.0
362200.0,100.0
795082.0,193.0
650400.0,137.0
590100.0,166.0
439700.0,103.0
424200.0,132.0
519900.0,129.0
733800.0,142.0
324600.0,151.0
459300.0,74.0
187800.0,91.0
411400.0,123.0
820100.0,178.0
524900.0,169.0
468300.0,113.0
315700.0,114.0
549137.0,120.0
752700.0,183.0
584500.0,151.0
623700.0,121.0
275600.0,84.0
498800.0,118.0
829900.0,186.0
32200.0,25.0
558300.0,111.0
338300.0,129.0
530800.0,129.0
1087400.0,229.0
695300.0,195.0
343900.0,92.0
160700.0,98.0
584100.0,127.0
623400.0,186.0
512700.0,142.0
538800.0,125.0
223800.0,73.0
523800.0,119.0
798200.0,203.0
507100.0,173.0
147000.0,61.0
261000.0,115.0
262400.0,74.0
457300.0,107.0
245900.0,113.0
426800.0,100.0
289600.0,116.0
795082.0,193.0
499300.0,136.0
517500.0,177.0
504200.0,133.0
319000.0,102.0
575300.0,130.0
797700.0,209.0
354000.0,132.0
384000.0,102.0
323900.0,106.0
795082.0,193.0
472000.0,119.0
493300.0,149.0
515000.0,114.0
283700.0,112.0
795082.0,193.0
774200.0,137.0
354200.0,133.0
345700.0,105.0
346900.0,120.0
795082.0,193.0
346200.0,108.0
375400.0,135.0
796200.0,130.0
462600.0,107.0
773300.0,109.0
923500.0,256.0
724600.0,196.0
489000.0,133.0
536200.0,151.0
517200.0,127.0
506200.0,137.0
204100.0,73.0
742600.0,127.0
371000.0,110.0
795082.0,193.0
515100.0,116.0
561500.0,166.0
709300.0,132.0
336000.0,100.0
843162.0,198.0
568900.0,118.0
741100.0,168.0
246700.0,76.0
407900.0,122.0
333300.0,102.0
587300.0,150.0
445500.0,164.0
524800.0,110.0
304000.0,113.0
590690.0,169.0
275400.0,69.0
547300.0,154.0
957500.0,150.0
458200.0,118.0
843162.0,198.0
329500.0,85.0
609900.0,178.0
590000.0,105.0
315400.0,92.0
843162.0,198.0
159200.0,34.0
912900.0,197.0
572000.0,124.0
309600.0,95.0
843162.0,198.0
521800.0,115.0
488300.0,174.0
785000.0,140.0
471700.0,126.0
843162.0,198.0
689900.0,124.0
509700.0,152.0
536100.0,114.0
439200.0,100.0
843162.0,198.0
449700.0,97.0
721600.0,183.0
368100.0,68.0
480800.0,138.0
501600.0,117.0
843162.0,198.0
723000.0,163.0
801900.0,142.0
446800.0,106.0
501600.0,117.0
843162.0,198.0
755500.0,185.0
509100.0,109.0
361600.0,113.0
709000.0,164.0
385600.0,102.0
350300.0,119.0
440800.0,116.0
308800.0,101.0
843162.0,198.0
452600.0,130.0
631400.0,176.0
354100.0,98.0
488800.0,158.0
595600.0,127.0
362700.0,114.0
450800.0,161.0
602100.0,110.0
622400.0,146.0
488900.0,126.0
1070600.0,274.0
292400.0,125.0
716100.0,120.0
456800.0,125.0
843162.0,198.0
530300.0,126.0
385500.0,120.0
468800.0,93.0
234100.0,80.0
369900.0,95.0
1218900.0,248.0
366600.0,109.0
693900.0,119.0
277900.0,101.0
843162.0,198.0
567600.0,109.0
471000.0,134.0
324700.0,90.0
456800.0,128.0
397200.0,79.0
1014800.0,209.0
601800.0,174.0
340100.0,72.0
371300.0,103.0
568500.0,120.0
993400.0,214.0
676500.0,195.0
412400.0,88.0
367100.0,132.0
424800.0,109.0
643500.0,163.0
400600.0,183.0
415400.0,103.0
288000.0,88.0
562700.0,117.0
859100.0,173.0
463100.0,152.0
593900.0,129.0
234100.0,106.0
611900.0,155.0
1018600.0,213.0
508100.0,156.0
526200.0,122.0
325800.0,92.0
356000.0,104.0
844300.0,204.0
616400.0,171.0
592200.0,125.0
363400.0,98.0
455600.0,97.0
900400.0,221.0
929100.0,213.0
587200.0,112.0
330900.0,108.0
520800.0,119.0
959000.0,215.0
658700.0,170.0
634500.0,156.0
417500.0,100.0
843162.0,198.0
560700.0,152.0
650400.0,173.0
313200.0,114.0
239500.0,111.0
389700.0,133.0
980200.0,262.0
470800.0,219.0
646500.0,141.0
272600.0,105.0
843162.0,198.0
471000.0,111.0
891700.0,188.0
737100.0,163.0
540600.0,124.0
772300.0,155.0
1104900.0,260.0
651200.0,187.0
863000.0,162.0
381000.0,108.0
501600.0,117.0
843162.0,198.0
631300.0,197.0
761000.0,150.0
495100.0,118.0
843162.0,198.0
912000.0,192.0
715500.0,194.0
734400.0,132.0
341600.0,106.0
595658.0,146.0
821663.0,199.0
589800.0,218.0
702800.0,148.0
292200.0,84.0
618200.0,115.0
1109900.0,254.0
624300.0,188.0
434200.0,100.0
263700.0,80.0
821663.0,199.0
694400.0,134.0
602300.0,154.0
599500.0,102.0
403300.0,122.0
342100.0,100.0
743200.0,168.0
488800.0,136.0
351000.0,87.0
338400.0,91.0
821663.0,199.0
668200.0,157.0
613900.0,185.0
596400.0,108.0
484000.0,135.0
821663.0,199.0
584900.0,136.0
784700.0,190.0
648100.0,135.0
357200.0,115.0
821663.0,199.0
666400.0,147.0
110300.0,46.0
192300.0,54.0
428000.0,109.0
473400.0,139.0
497000.0,127.0
296900.0,121.0
529100.0,112.0
279800.0,106.0
821663.0,199.0
617000.0,120.0
733800.0,176.0
618900.0,133.0
343900.0,100.0
821663.0,199.0
509300.0,132.0
736000.0,193.0
612800.0,118.0
273800.0,101.0
595658.0,146.0
821663.0,199.0
811200.0,185.0
593000.0,126.0
413200.0,107.0
821663.0,199.0
726500.0,157.0
546500.0,152.0
512600.0,125.0
487300.0,107.0
548600.0,142.0
1060400.0,236.0
285600.0,79.0
553100.0,116.0
353300.0,115.0
610100.0,160.0
1051100.0,233.0
806900.0,185.0
209200.0,40.0
491200.0,127.0
756800.0,163.0
699200.0,193.0
325200.0,120.0
214000.0,48.0
468600.0,133.0
572800.0,118.0
585300.0,140.0
499400.0,145.0
263200.0,78.0
394700.0,116.0
595658.0,146.0
496800.0,122.0
260600.0,114.0
592300.0,110.0
313800.0,93.0
406300.0,142.0
901700.0,205.0
712000.0,194.0
526200.0,112.0
329400.0,97.0
821663.0,199.0
464600.0,119.0
775300.0,180.0
564400.0,106.0
267600.0,91.0
652800.0,163.0
955300.0,217.0
492400.0,140.0
719000.0,127.0
379700.0,116.0
562400.0,183.0
914600.0,238.0
621700.0,179.0
489300.0,109.0
358100.0,117.0
473300.0,139.0
832700.0,219.0
652700.0,152.0
584000.0,130.0
408600.0,118.0
728600.0,176.0
915000.0,214.0
460500.0,145.0
252300.0,70.0
191100.0,71.0
416000.0,124.0
239700.0,70.0
165100.0,84.0
499900.0,111.0
411300.0,119.0
595658.0,146.0
780600.0,206.0
444300.0,144.0
391500.0,113.0
431100.0,131.0
547200.0,161.0
722200.0,199.0
512600.0,137.0
334300.0,67.0
219700.0,79.0
651300.0,169.0
974900.0,214.0
510600.0,138.0
518600.0,105.0
450400.0,114.0
769600.0,164.0
1013700.0,237.0
433800.0,142.0
565800.0,112.0
430600.0,124.0
638900.0,173.0
1118300.0,289.0
850600.0,162.0
326300.0,51.0
290800.0,85.0
821663.0,199.0
787400.0,171.0
756400.0,200.0
696600.0,140.0
329300.0,111.0
333000.0,84.0
1088400.0,284.0
564000.0,215.0
526200.0,111.0
459000.0,127.0
552000.0,131.0
1093500.0,231.0
665300.0,201.0
671100.0,130.0
426200.0,94.0
843450.0,205.0
455700.0,113.0
625300.0,163.0
370000.0,88.0
319500.0,105.0
843450.0,205.0
484900.0,125.0
527100.0,206.0
447100.0,113.0
329000.0,121.0
544100.0,139.0
686900.0,193.0
512100.0,209.0
557900.0,116.0
341500.0,110.0
528100.0,111.0
975200.0,246.0
482400.0,128.0
413700.0,108.0
280600.0,94.0
843450.0,205.0
547800.0,128.0
689500.0,153.0
766100.0,143.0
338000.0,97.0
843450.0,205.0
808200.0,158.0
524500.0,159.0
747100.0,144.0
415600.0,123.0
843450.0,205.0
562800.0,116.0
594500.0,186.0
725400.0,158.0
451700.0,136.0
489200.0,120.0
1105400.0,224.0
709900.0,199.0
558700.0,114.0
343200.0,100.0
843450.0,205.0
666700.0,145.0
887400.0,176.0
352200.0,68.0
352400.0,107.0
510500.0,137.0
697700.0,152.0
452100.0,125.0
477537.0,101.0
341590.0,100.0
459886.0,107.0
843450.0,205.0
534719.0,153.0
477537.0,101.0
341590.0,100.0
459886.0,107.0
843450.0,205.0
534719.0,153.0
477537.0,101.0
341590.0,100.0
459886.0,107.0
843450.0,205.0
534719.0,153.0
477537.0,101.0
341590.0,100.0
459886.0,107.0
843450.0,205.0
534719.0,153.0
477537.0,101.0
341590.0,100.0
459886.0,107.0
843450.0,205.0
534719.0,153.0
477537.0,101.0
341590.0,100.0
459886.0,107.0
843450.0,205.0
534719.0,153.0
477537.0,101.0
341590.0,100.0
459886.0,107.0
843450.0,205.0
534719.0,153.0
477537.0,101.0
341590.0,100.0
459886.0,107.0
843450.0,205.0
534719.0,153.0
477537.0,101.0
341590.0,100.0
459886.0,107.0
843450.0,205.0
534719.0,153.0
477537.0,101.0
341590.0,100.0
459886.0,107.0
843450.0,205.0
534719.0,153.0
325000.0,64.0
92500.0,17.0
104000.0,22.0
468300.0,118.0
175600.0,25.0
106100.0,38.0
147300.0,44.0
522200.0,110.0
775300.0,226.0
245200.0,60.0
21200.0,19.0
330400.0,129.0
233100.0,76.0
745500.0,177.0
254500.0,87.0
477537.0,101.0
340800.0,77.0
520800.0,92.0
956200.0,220.0
659100.0,167.0
477537.0,101.0
273000.0,73.0
82400.0,46.0
579000.0,165.0
550300.0,125.0
156300.0,43.0
353900.0,100.0
525600.0,116.0
1132600.0,280.0
469000.0,168.0
445400.0,103.0
312900.0,101.0
233300.0,65.0
438600.0,123.0
184100.0,89.0
465200.0,101.0
328700.0,98.0
576800.0,111.0
1065700.0,227.0
534800.0,145.0
721900.0,119.0
607900.0,144.0
843450.0,205.0
376400.0,110.0
922400.0,221.0
349500.0,68.0
360800.0,101.0
318400.0,85.0
1083400.0,235.0
268800.0,90.0
654500.0,133.0
384700.0,93.0
513737.0,129.0
814075.0,189.0
651400.0,154.0
341600.0,101.0
573800.0,130.0
513737.0,129.0
814075.0,189.0
805400.0,175.0
468077.0,95.0
389150.0,111.0
513737.0,129.0
814075.0,189.0
580754.0,153.0
443600.0,67.0
349200.0,70.0
478600.0,80.0
973000.0,215.0
438300.0,102.0
404100.0,96.0
395500.0,142.0
513737.0,129.0
814075.0,189.0
773100.0,193.0
357600.0,77.0
699500.0,142.0
513737.0,129.0
814075.0,189.0
801000.0,212.0
742300.0,121.0
528200.0,150.0
513737.0,129.0
814075.0,189.0
580754.0,153.0
529500.0,99.0
557000.0,140.0
513737.0,129.0
814075.0,189.0
983000.0,219.0
211700.0,40.0
671600.0,164.0
513737.0,129.0
814075.0,189.0
1141300.0,246.0
781400.0,127.0
506900.0,141.0
513737.0,129.0
814075.0,189.0
580754.0,153.0
194900.0,36.0
308400.0,78.0
513737.0,129.0
814075.0,189.0
1006700.0,197.0
498300.0,120.0
287100.0,84.0
664000.0,155.0
1038300.0,260.0
580100.0,186.0
231000.0,50.0
252600.0,115.0
294400.0,91.0
444200.0,129.0
293000.0,108.0
313100.0,69.0
461600.0,135.0
313800.0,78.0
522100.0,139.0
377200.0,96.0
217900.0,90.0
438400.0,130.0
354500.0,116.0
771000.0,195.0
352600.0,127.0
514700.0,97.0
342800.0,112.0
513737.0,129.0
1184400.0,260.0
660800.0,155.0
570700.0,105.0
404500.0,120.0
741600.0,170.0
775300.0,200.0
598900.0,152.0
530300.0,127.0
389500.0,123.0
461600.0,148.0
411500.0,113.0
266000.0,103.0
793400.0,119.0
310400.0,85.0
814075.0,189.0
762100.0,187.0
550500.0,168.0
244500.0,79.0
319800.0,85.0
814075.0,189.0
801900.0,175.0
373800.0,128.0
615800.0,127.0
220000.0,96.0
705700.0,157.0
1030800.0,202.0
572800.0,163.0
547200.0,103.0
264600.0,81.0
461800.0,110.0
736400.0,181.0
564300.0,130.0
380500.0,78.0
385300.0,118.0
362700.0,86.0
704200.0,162.0
591200.0,175.0
386900.0,70.0
258500.0,97.0
814075.0,189.0
636700.0,144.0
579700.0,166.0
435900.0,97.0
415800.0,118.0
349900.0,137.0
492500.0,110.0
365800.0,149.0
524800.0,112.0
279800.0,92.0
467400.0,127.0
1032800.0,208.0
511600.0,133.0
494900.0,86.0
398200.0,107.0
444200.0,139.0
836400.0,209.0
367500.0,106.0
372900.0,91.0
234200.0,84.0
549600.0,148.0
988900.0,206.0
606900.0,130.0
715300.0,129.0
274700.0,67.0
814075.0,189.0
592100.0,126.0
487200.0,126.0
643500.0,132.0
401100.0,120.0
513737.0,129.0
814075.0,189.0
692200.0,191.0
221600.0,49.0
257500.0,80.0
818831.0,187.0
836100.0,183.0
1031000.0,193.0
419200.0,119.0
543000.0,128.0
663121.0,154.0
726800.0,144.0
556200.0,162.0
845300.0,143.0
478400.0,154.0
663121.0,154.0
675400.0,151.0
435300.0,147.0
206200.0,58.0
313900.0,76.0
818831.0,187.0
820300.0,138.0
192700.0,52.0
455200.0,103.0
473000.0,109.0
818831.0,187.0
718600.0,138.0
883100.0,165.0
610400.0,142.0
639000.0,147.0
663121.0,154.0
818831.0,187.0
1130100.0,236.0
946800.0,145.0
229700.0,59.0
818831.0,187.0
650500.0,139.0
1179400.0,220.0
608900.0,116.0
551300.0,149.0
663121.0,154.0
818831.0,187.0
633146.0,158.0
723500.0,112.0
390700.0,105.0
818831.0,187.0
845300.0,173.0
892500.0,207.0
473093.0,100.0
134200.0,52.0
663121.0,154.0
818831.0,187.0
633146.0,158.0
469100.0,87.0
660500.0,161.0
663121.0,154.0
703100.0,133.0
776500.0,143.0
520500.0,102.0
495000.0,130.0
663121.0,154.0
695400.0,173.0
827800.0,161.0
14700.0,6.0
361600.0,118.0
613800.0,132.0
1054900.0,213.0
575400.0,163.0
420800.0,103.0
559300.0,132.0
768100.0,154.0
930400.0,247.0
484200.0,158.0
793000.0,140.0
400300.0,136.0
658000.0,162.0
1068700.0,235.0
832500.0,230.0
506900.0,132.0
376100.0,127.0
525000.0,182.0
402700.0,116.0
434600.0,116.0
451400.0,90.0
259100.0,77.0
818831.0,187.0
378700.0,111.0
565600.0,132.0
570700.0,122.0
377600.0,89.0
484000.0,102.0
909200.0,190.0
423600.0,131.0
359400.0,77.0
401700.0,121.0
666100.0,160.0
830800.0,199.0
548000.0,177.0
449200.0,99.0
363200.0,130.0
680200.0,150.0
1031000.0,233.0
771500.0,150.0
335400.0,103.0
484400.0,147.0
818831.0,187.0
731200.0,196.0
562700.0,164.0
320300.0,93.0
316300.0,123.0
582700.0,126.0
830600.0,216.0
511800.0,171.0
353200.0,93.0
310700.0,134.0
482700.0,146.0
305700.0,111.0
208000.0,94.0
508200.0,105.0
301000.0,102.0
639800.0,192.0
974000.0,216.0
617700.0,173.0
449300.0,85.0
271300.0,94.0
663121.0,154.0
818831.0,187.0
565700.0,155.0
367100.0,93.0
222100.0,94.0
693700.0,159.0
873700.0,215.0
408500.0,117.0
342500.0,85.0
266000.0,91.0
818831.0,187.0
824500.0,186.0
506500.0,137.0
504700.0,106.0
453000.0,123.0
663121.0,154.0
1088900.0,196.0
540900.0,160.0
552600.0,122.0
336400.0,105.0
831500.0,158.0
1202000.0,246.0
653800.0,171.0
666500.0,136.0
344200.0,95.0
794117.0,183.0
498600.0,140.0
643200.0,188.0
355400.0,72.0
547600.0,143.0
602955.0,135.0
794117.0,183.0
811400.0,194.0
141100.0,31.0
423800.0,99.0
602955.0,135.0
794117.0,183.0
1006500.0,212.0
545539.0,114.0
248200.0,83.0
794117.0,183.0
797800.0,155.0
925300.0,200.0
661200.0,132.0
364400.0,92.0
602955.0,135.0
794117.0,183.0
766600.0,154.0
940600.0,163.0
255000.0,70.0
602955.0,135.0
794117.0,183.0
1000800.0,195.0
418600.0,90.0
99600.0,71.0
602955.0,135.0
512000.0,137.0
506600.0,161.0
443000.0,85.0
415600.0,109.0
602955.0,135.0
794117.0,183.0
968300.0,208.0
545539.0,114.0
200.0,2.0
794117.0,183.0
81300.0,18.0
677500.0,152.0
629700.0,109.0
469700.0,103.0
602955.0,135.0
656900.0,132.0
690200.0,153.0
545539.0,114.0
512800.0,118.0
602955.0,135.0
794117.0,183.0
1108800.0,191.0
504500.0,113.0
305100.0,110.0
530100.0,118.0
1105900.0,223.0
388500.0,104.0
645700.0,121.0
333300.0,94.0
794117.0,183.0
442200.0,100.0
620800.0,173.0
473200.0,100.0
489000.0,127.0
794117.0,183.0
582300.0,132.0
492800.0,158.0
287000.0,84.0
368300.0,137.0
586200.0,143.0
565100.0,125.0
376300.0,167.0
525500.0,118.0
118800.0,71.0
794117.0,183.0
694369.0,172.0
819800.0,204.0
494800.0,101.0
360200.0,104.0
924000.0,206.0
827400.0,243.0
498900.0,150.0
576500.0,117.0
455000.0,119.0
699700.0,127.0
990700.0,246.0
788000.0,173.0
412900.0,104.0
422700.0,110.0
794117.0,183.0
474400.0,128.0
638300.0,159.0
577700.0,102.0
357500.0,107.0
591900.0,128.0
964100.0,209.0
709800.0,169.0
521600.0,108.0
238300.0,114.0
737000.0,164.0
918700.0,217.0
992500.0,232.0
448400.0,129.0
288900.0,113.0
465700.0,120.0
364200.0,106.0
377300.0,143.0
448800.0,103.0
338200.0,91.0
468100.0,88.0
767100.0,171.0
568400.0,143.0
448900.0,111.0
372700.0,101.0
794117.0,183.0
732500.0,128.0
609300.0,175.0
511400.0,96.0
468900.0,144.0
794117.0,183.0
701200.0,152.0
833700.0,200.0
759700.0,150.0
510400.0,137.0
794117.0,183.0
506800.0,142.0
